"Function","CPU Time: Total","CPU Time: Self","Instructions Retired: Total","Instructions Retired: Self","Microarchitecture Usage: Total","Microarchitecture Usage: Self","Module","Function (Full)","Source File","Start Address"
"biari_encode_symbol_fastrdo","0.0728889","0.0728889","206400000","206400000","0.221037","0.221037","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x78123"
"__memset_avx2_erms","0.072","0.072","0","0","0.0857844","0.0857844","libc-2.27.so","__memset_avx2_erms","memset-vec-unaligned-erms.S","0x18ef20"
"bitstt_put_one_bit_and_remainder","0.08","0.072","246400000","230400000","0.167051","0.155101","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x637f3"
"write_chroma_block_coeff_fastrdo","2.73689","0.072","17673600000","324800000","0.359936","0.259851","xavs2","write_chroma_block_coeff_fastrdo","aec_fastrdo.c","0x758ab"
"_mm256_loadu_si256","0.0702222","0.0702222","318400000","318400000","0.351332","0.351332","xavs2","_mm256_loadu_si256","avxintrin.h","0x110050"
"check_mv_range","0.0702222","0.0702222","779200000","779200000","0.482619","0.482619","xavs2","check_mv_range","predict.h","0x30a34"
"biari_encode_symbol_fastrdo","0.0693333","0.0693333","150400000","150400000","0.103635","0.103635","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x7735d"
"xavs2_pixel_sad_16x16_sse3","0.0693333","0.0693333","257600000","257600000","0.242401","0.242401","xavs2","xavs2_pixel_sad_16x16_sse3","[Unknown]","0x15d460"
"xavs2_lcu_deblock","0.0684444","0.0684444","657600000","657600000","0.662984","0.662984","xavs2","xavs2_lcu_deblock","filter_deblock.c","0x9de5"
"cu_init","0.0684444","0.0675556","452800000","449600000","0.758273","0.761279","xavs2","cu_init","rdo.c","0x2c76d"
"bitstt_put_one_bit_and_remainder","0.0702222","0.0675556","300800000","289600000","0.470345","0.48077","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x5ac22"
"xavs2_pixel_satd_32x16_avx2","0.0675556","0.0675556","732800000","732800000","0.83799","0.83799","xavs2","xavs2_pixel_satd_32x16_avx2","[Unknown]","0x1a8ca0"
"xavs2_pixel_sad_16x32_sse3","0.0675556","0.0675556","251200000","251200000","0.146485","0.146485","xavs2","xavs2_pixel_sad_16x32_sse3","[Unknown]","0x15d6e0"
"biari_encode_tu_aec","1.00356","0.0675556","4216000000","326400000","0.239903","0.237962","xavs2","biari_encode_tu_aec","aec.c","0x64bf0"
"write_cbp_bit_fastrdo","0.148444","0.0666667","948800000","395200000","0.558351","0.550297","xavs2","write_cbp_bit_fastrdo","aec_fastrdo.c","0x74c2e"
"xavs2_pixel_add_ps_16x16_avx2","0.0666667","0.0666667","704000000","704000000","0.366162","0.366162","xavs2","xavs2_pixel_add_ps_16x16_avx2","[Unknown]","0x159d80"
"aec_write_cutype_fastrdo","0.243556","0.0657778","1011200000","318400000","0.283548","0.674679","xavs2","aec_write_cutype_fastrdo","aec_fastrdo.c","0x7af6a"
"store_cu_info_row","0.0648889","0.0648889","180800000","180800000","0.0719896","0.0719896","xavs2","store_cu_info_row","slice.c","0x3b1f1"
"xavs2_pixel_sad_x4_32x32_avx2","0.0648889","0.0648889","555200000","555200000","0.426725","0.426725","xavs2","xavs2_pixel_sad_x4_32x32_avx2","[Unknown]","0x18e6e0"
"xavs2_pixel_sad_8x8_mmx2","0.0648889","0.0648889","268800000","268800000","0.48974","0.48974","xavs2","xavs2_pixel_sad_8x8_mmx2","[Unknown]","0x15b380"
"biari_encode_symbol_fastrdo","0.064","0.064","288000000","288000000","0.300481","0.300481","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x77e4f"
"_IO_acquire_lock_fct","0.0622222","0.0622222","57600000","57600000","0.0519086","0.0519086","libc-2.27.so","_IO_acquire_lock_fct","libioP.h","0x7f3c1"
"xavs2_dct_c_16x16_avx2","1.48178","0.0622222","11113600000","422400000","0.57096","0.367981","xavs2","xavs2_dct_c_16x16_avx2","intrinsic_dct_avx.c","0xf2742"
"get_mvp_type_default","0.0622222","0.0622222","464000000","464000000","0.287642","0.287642","xavs2","get_mvp_type_default","md_inter.c","0x83849"
"xavs2_intra_pred_dc_sse128","0.0791111","0.0613333","331200000","276800000","0.233449","0.213362","xavs2","xavs2_intra_pred_dc_sse128","intrinsic_intra-pred.c","0x8ceb6"
"_mm256_storeu_si256","0.0613333","0.0613333","438400000","438400000","0.245098","0.245098","xavs2","_mm256_storeu_si256","avxintrin.h","0x11007d"
"xavs2_idct_4x4_avx2","0.0604444","0.0604444","345600000","345600000","0.238096","0.238096","xavs2","xavs2_idct_4x4_avx2","[Unknown]","0x12c4e0"
"xavs2_pixel_sad_x4_16x16_avx2","0.0586667","0.0586667","470400000","470400000","0.714287","0.714287","xavs2","xavs2_pixel_sad_x4_16x16_avx2","[Unknown]","0x18d230"
"xavs2_blockcopy_ss_8x8_sse2","0.0586667","0.0586667","305600000","305600000","0.338191","0.338191","xavs2","xavs2_blockcopy_ss_8x8_sse2","[Unknown]","0x1228b0"
"aec_write_last_cg_pos","0.289778","0.0586667","780800000","96000000","0.176159","0.0905174","xavs2","aec_write_last_cg_pos","aec_fastrdo.c","0x773a0"
"rdo_get_pred_inter","0.210667","0.0577778","2388800000","558400000","0.402731","0.376774","xavs2","rdo_get_pred_inter","rdo.c","0x2cc4f"
"write_cu_refs_mvds_fastrdo","0.339556","0.0577778","1334400000","284800000","0.257173","0.45856","xavs2","write_cu_refs_mvds_fastrdo","aec_fastrdo.c","0x79288"
"_mm_insert_epi16","0.0568889","0.0568889","139200000","139200000","0.520834","0.520834","xavs2","_mm_insert_epi16","emmintrin.h","0xde4e0"
"xavs2_pixel_sad_64x32_avx2","0.056","0.056","180800000","180800000","0.148515","0.148515","xavs2","xavs2_pixel_sad_64x32_avx2","[Unknown]","0x198ad0"
"xavs2_pixel_sad_32x16_avx2","0.056","0.056","176000000","176000000","0.366072","0.366072","xavs2","xavs2_pixel_sad_32x16_avx2","[Unknown]","0x198690"
"biari_encode_symbol_fastrdo","0.056","0.056","217600000","217600000","0.115854","0.115854","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x77ac6"
"cu_get_neighbor_spatial","0.0728889","0.056","409600000","376000000","0.277289","0.266827","xavs2","cu_get_neighbor_spatial","rdo.c","0x29e52"
"xavs2_intpl_chroma_block_ver_sse128","0.196444","0.056","1382400000","457600000","0.507654","0.289116","xavs2","xavs2_intpl_chroma_block_ver_sse128","intrinsic_inter_pred.c","0x8b78e"
"xavs2_pixel_sad_32x32_avx2","0.0551111","0.0551111","265600000","265600000","0.202815","0.202815","xavs2","xavs2_pixel_sad_32x32_avx2","[Unknown]","0x1987b0"
"biari_encode_symbol_fastrdo","0.0551111","0.0551111","198400000","198400000","0.199176","0.199176","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x77c7e"
"xavs2_pixel_sa8d_64x64_avx","0.0551111","0.0551111","582400000","582400000","0.454102","0.454102","xavs2","xavs2_pixel_sa8d_64x64_avx","[Unknown]","0x147be0"
"block_copy_x3","0.0542222","0.0542222","377600000","377600000","0.181602","0.181602","xavs2","block_copy_x3","cudata.c","0x405e9"
"_mm256_shuffle_epi8","0.0533333","0.0533333","278400000","278400000","0.202338","0.202338","xavs2","_mm256_shuffle_epi8","avx2intrin.h","0x110043"
"biari_encode_symbol_fastrdo","0.0604444","0.0524444","460800000","388800000","0.450001","0.496324","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x74d05"
"check_mv_range","0.0515556","0.0515556","328000000","328000000","0.145009","0.145009","xavs2","check_mv_range","predict.h","0x878e7"
"_mm256_sub_epi16","0.0515556","0.0515556","385600000","385600000","0.4602","0.4602","xavs2","_mm256_sub_epi16","avx2intrin.h","0x10ce12"
"get_neighbor_cu_in_slice","0.0666667","0.0515556","459200000","353600000","0.467402","0.424529","xavs2","get_neighbor_cu_in_slice","block_info.c","0x402f4"
"bitstt_put_one_bit_and_remainder","0.056","0.0515556","153600000","145600000","0.170899","0.179304","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x5aae8"
"bitstt_put_one_bit_and_remainder","0.0533333","0.0515556","147200000","140800000","0.140072","0.171274","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x66333"
"cu_get_neighbor_spatial","0.0568889","0.0506667","406400000","344000000","0.214041","0.16226","xavs2","cu_get_neighbor_spatial","rdo.c","0x29f7a"
"arienco_bits_written","0.0506667","0.0506667","284800000","284800000","0.269842","0.269842","xavs2","arienco_bits_written","aec.h","0x78700"
"rdo_get_left_bits","0.0497778","0.0497778","177600000","177600000","0.280173","0.280173","xavs2","rdo_get_left_bits","rdo.c","0x258d5"
"xavs2_pixel_sa8d_16x16_avx2","0.0497778","0.0497778","185600000","185600000","0.285327","0.285327","xavs2","xavs2_pixel_sa8d_16x16_avx2","[Unknown]","0x14b330"
"update_candidate_list","0.0497778","0.0497778","326400000","326400000","0.243507","0.243507","xavs2","update_candidate_list","md_intra.c","0x21cf0"
"cu_set_mvs_skip","0.0488889","0.0488889","190400000","187200000","0.21875","0.21","xavs2","cu_set_mvs_skip","rdo.c","0x2cb42"
"cu_get_neighbor_spatial","0.0551111","0.0488889","342400000","297600000","0.599491","0.527345","xavs2","cu_get_neighbor_spatial","rdo.c","0x29ef3"
"xavs2_pixel_sad_32x64_avx2","0.0488889","0.0488889","204800000","204800000","0.407419","0.407419","xavs2","xavs2_pixel_sad_32x64_avx2","[Unknown]","0x198840"
"xavs2_intra_pred_ang_y_28_avx","0.102222","0.0488889","364800000","200000000","0.272523","0.29703","xavs2","xavs2_intra_pred_ang_y_28_avx","intrinsic_intra-pred_avx2.c","0x11825c"
"_mm256_mullo_epi32","0.048","0.048","403200000","403200000","0.286291","0.286291","xavs2","_mm256_mullo_epi32","avx2intrin.h","0x10ccd1"
"biari_encode_symbol_fastrdo","0.048","0.048","300800000","300800000","0.20625","0.20625","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x7806f"
"_mm256_store_si256","0.048","0.048","326400000","326400000","0.868422","0.868422","xavs2","_mm256_store_si256","avxintrin.h","0x10ccf2"
"_mm_insert_epi16","0.0471111","0.0471111","131200000","131200000","0.263074","0.263074","xavs2","_mm_insert_epi16","emmintrin.h","0xde4db"
"cu_set_mvs_skip","0.0497778","0.0471111","400000000","398400000","0.22561","0.227833","xavs2","cu_set_mvs_skip","rdo.c","0x31a8d"
"biari_encode_symbols_eq_prob_fastrdo","0.0471111","0.0471111","193600000","193600000","0.140086","0.140086","xavs2","biari_encode_symbols_eq_prob_fastrdo","aec_fastrdo.c","0x786f4"
"cu_get_mvds","0.0924444","0.0462222","552000000","280000000","0.290658","0.455556","xavs2","cu_get_mvds","cudata.c","0x406d5"
"_mm256_sign_epi32","0.0453333","0.0453333","352000000","352000000","0.136719","0.136719","xavs2","_mm256_sign_epi32","avx2intrin.h","0x10cddd"
"xavs2_pixel_sa8d_8x8_avx2","0.0453333","0.0453333","249600000","249600000","0.430485","0.430485","xavs2","xavs2_pixel_sa8d_8x8_avx2","[Unknown]","0x14b2e0"
"xavs2_pixel_sad_x4_16x32_avx2","0.0453333","0.0453333","342400000","342400000","0.623642","0.623642","xavs2","xavs2_pixel_sad_x4_16x32_avx2","[Unknown]","0x18cb70"
"xavs2_blockcopy_pp_16x32_sse2","0.0453333","0.0453333","132800000","132800000","","","xavs2","xavs2_blockcopy_pp_16x32_sse2","[Unknown]","0x11e330"
"xavs2_intpl_chroma_block_hor_sse128","0.168889","0.0453333","1150400000","272000000","0.264784","0.243056","xavs2","xavs2_intpl_chroma_block_hor_sse128","intrinsic_inter_pred.c","0x888a8"
"xavs2_intra_pred_ang_xy_16_avx","0.106667","0.0453333","401600000","190400000","0.280495","0.101191","xavs2","xavs2_intra_pred_ang_xy_16_avx","intrinsic_intra-pred_avx2.c","0x11aef1"
"xavs2_fast_memset_mmx","0.0444444","0.0444444","148800000","148800000","0.245277","0.245277","xavs2","xavs2_fast_memset_mmx","[Unknown]","0x136990"
"lf_lcu_set_edge_filter","0.0444444","0.0444444","200000000","200000000","0.177557","0.177557","xavs2","lf_lcu_set_edge_filter","filter_deblock.c","0x9320"
"bitstt_put_one_bit_and_remainder","0.0506667","0.0444444","166400000","140800000","0.119469","0.11598","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x5a927"
"check_mv_range","0.0444444","0.0444444","446400000","446400000","0.505372","0.505372","xavs2","check_mv_range","predict.h","0x28c4a"
"xavs2_pixel_sa8d_16x16_internal_avx2","0.0435556","0.0435556","353600000","353600000","0.444557","0.444557","xavs2","xavs2_pixel_sa8d_16x16_internal_avx2","[Unknown]","0x14b3d0"
"xavs2_pixel_sad_x4_8x8_avx2","0.0426667","0.0426667","371200000","371200000","0.865981","0.865981","xavs2","xavs2_pixel_sad_x4_8x8_avx2","[Unknown]","0x198420"
"est_cu_depth_range","0.0426667","0.0426667","84800000","84800000","","","xavs2","est_cu_depth_range","slice.c","0x3a8a7"
"_mm256_add_epi32","0.0426667","0.0426667","308800000","308800000","0.304488","0.304488","xavs2","_mm256_add_epi32","avx2intrin.h","0x109611"
"xavs2_intra_pred_ang_y_32_avx","0.0888889","0.0417778","352000000","110400000","0.335169","0.483399","xavs2","xavs2_intra_pred_ang_y_32_avx","intrinsic_intra-pred_avx2.c","0x118f0e"
"_mm_shuffle_epi8","0.0417778","0.0417778","108800000","108800000","0.158203","0.158203","xavs2","_mm_shuffle_epi8","tmmintrin.h","0xde4ee"
"bitstt_put_one_bit_and_remainder","0.0506667","0.0417778","190400000","182400000","0.281701","0.265096","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x65fcd"
"rdo_get_left_bits","0.0417778","0.0417778","276800000","276800000","0.420561","0.420561","xavs2","rdo_get_left_bits","rdo.c","0x26274"
"xavs2_pixel_add_ps_8x8_sse4","0.0408889","0.0408889","347200000","347200000","0.256348","0.256348","xavs2","xavs2_pixel_add_ps_8x8_sse4","[Unknown]","0x1595b0"
"_mm256_srai_epi32","0.0408889","0.0408889","273600000","273600000","0.245968","0.245968","xavs2","_mm256_srai_epi32","avx2intrin.h","0x10ad0a"
"_mm256_cmpeq_epi16","0.0408889","0.0408889","334400000","334400000","0.607302","0.607302","xavs2","_mm256_cmpeq_epi16","avx2intrin.h","0x10cc8f"
"biari_encode_symbol_fastrdo","0.04","0.04","107200000","107200000","0.269692","0.269692","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x7b117"
"cu_set_mvs_skip","0.04","0.04","96000000","96000000","0.360577","0.360577","xavs2","cu_set_mvs_skip","rdo.c","0x3188b"
"_mm256_sign_epi32","0.04","0.04","393600000","393600000","0.572918","0.572918","xavs2","_mm256_sign_epi32","avx2intrin.h","0x10ccde"
"bitstt_put_one_bit_and_remainder","0.0417778","0.04","110400000","100800000","0.143073","0.231332","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x65181"
"_mm256_srai_epi32","0.04","0.04","278400000","278400000","0.722893","0.722893","xavs2","_mm256_srai_epi32","avx2intrin.h","0x10cc82"
"cu_check_inter_partition","0.056","0.04","339200000","233600000","0.171395","0.107668","xavs2","cu_check_inter_partition","rdo.c","0x2bca7"
"_mm256_sign_epi32","0.04","0.04","259200000","259200000","0.442995","0.442995","xavs2","_mm256_sign_epi32","avx2intrin.h","0x10cd88"
"_mm256_store_si256","0.04","0.04","571200000","571200000","0.858518","0.858518","xavs2","_mm256_store_si256","avxintrin.h","0x10d1c4"
"bitstt_put_one_bit_and_remainder","0.0417778","0.0391111","124800000","123200000","0.147472","0.14881","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x65d74"
"_mm256_add_epi32","0.0391111","0.0391111","275200000","275200000","0.571809","0.571809","xavs2","_mm256_add_epi32","avx2intrin.h","0x10cd1e"
"sao_rdo_new_params","0.465778","0.0391111","3921600000","198400000","0.526741","0.656251","xavs2","sao_rdo_new_params","sao.c","0x1f515"
"_mm256_add_epi32","0.0391111","0.0391111","228800000","228800000","0.407143","0.407143","xavs2","_mm256_add_epi32","avx2intrin.h","0x110f29"
"_mm256_shuffle_epi8","0.0391111","0.0391111","179200000","179200000","0.447917","0.447917","xavs2","_mm256_shuffle_epi8","avx2intrin.h","0x10f959"
"xavs2_blockcopy_ss_4x4_sse2","0.0391111","0.0391111","80000000","80000000","0.264085","0.264085","xavs2","xavs2_blockcopy_ss_4x4_sse2","[Unknown]","0x122500"
"bitstt_put_one_bit_and_remainder","0.0408889","0.0382222","145600000","140800000","0.296902","0.264423","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x653b1"
"_mm256_sign_epi32","0.0382222","0.0382222","387200000","387200000","0.579898","0.579898","xavs2","_mm256_sign_epi32","avx2intrin.h","0x10cd33"
"_mm256_mullo_epi32","0.0382222","0.0382222","262400000","262400000","0.543982","0.543982","xavs2","_mm256_mullo_epi32","avx2intrin.h","0x10cd7b"
"_mm_storel_epi64","0.0373333","0.0373333","163200000","163200000","0.486112","0.486112","xavs2","_mm_storel_epi64","emmintrin.h","0x8bf77"
"xavs2_fill_edge_samples_x_sse128","0.0453333","0.0373333","148800000","134400000","0.141287","0.133334","xavs2","xavs2_fill_edge_samples_x_sse128","intrinsic_intra-filledge.c","0x98d16"
"_mm_set_epi64x","0.0373333","0.0373333","128000000","128000000","0.092076","0.092076","xavs2","_mm_set_epi64x","emmintrin.h","0xde4cf"
"_mm256_cmpeq_epi16","0.0364444","0.0364444","368000000","368000000","0.707349","0.707349","xavs2","_mm256_cmpeq_epi16","avx2intrin.h","0x10ce04"
"xavs2_blockcopy_pp_32x64_avx","0.0364444","0.0364444","64000000","64000000","","","xavs2","xavs2_blockcopy_pp_32x64_avx","[Unknown]","0x11ebb0"
"aec_get_shift","0.0364444","0.0364444","184000000","184000000","0.190567","0.190567","xavs2","aec_get_shift","aec.c","0x65d39"
"check_mv_range","0.0364444","0.0364444","360000000","360000000","0.575844","0.575844","xavs2","check_mv_range","predict.h","0x87c96"
"biari_encode_tu_fastrdo","0.315556","0.0364444","3128000000","284800000","0.616544","0.342262","xavs2","biari_encode_tu_fastrdo","aec_fastrdo.c","0x76a4d"
"biari_encode_symbol_fastrdo","0.0355556","0.0355556","105600000","105600000","0.0883047","0.0883047","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x778ef"
"update_candidate_list","0.0355556","0.0355556","150400000","150400000","0.679946","0.679946","xavs2","update_candidate_list","md_intra.c","0x221aa"
"_mm_shuffle_epi8","0.0355556","0.0355556","246400000","246400000","0.831118","0.831118","xavs2","_mm_shuffle_epi8","tmmintrin.h","0x8c011"
"xavs2_blockcopy_pp_32x16_avx","0.0355556","0.0355556","68800000","68800000","0.185715","0.185715","xavs2","xavs2_blockcopy_pp_32x16_avx","[Unknown]","0x11e8a0"
"xavs2_intpl_chroma_block_ver_avx2","0.0355556","0.0355556","147200000","147200000","","","xavs2","xavs2_intpl_chroma_block_ver_avx2","intrinsic_inter_pred_avx2.c","0x1107d1"
"_mm256_add_epi16","0.0355556","0.0355556","171200000","171200000","0.136987","0.136987","xavs2","_mm256_add_epi16","avx2intrin.h","0x10f969"
"aec_get_shift","0.0355556","0.0355556","331200000","331200000","0.694445","0.694445","xavs2","aec_get_shift","aec_fastrdo.c","0x76ae8"
"_mm256_mullo_epi32","0.0355556","0.0355556","321600000","321600000","1","1","xavs2","_mm256_mullo_epi32","avx2intrin.h","0x10cd26"
"biari_encode_symbol_aec","0.0462222","0.0346667","140800000","104000000","0.231482","0.15625","xavs2","biari_encode_symbol_aec","aec.c","0x62d04"
"nal_escape_c","0.0346667","0.0346667","438400000","438400000","1","1","xavs2","nal_escape_c","nal.h","0xbf9c"
"xavs2_pixel_satd_64x64_avx2","0.0346667","0.0346667","296000000","296000000","0.718808","0.718808","xavs2","xavs2_pixel_satd_64x64_avx2","[Unknown]","0x1a91c0"
"biari_encode_symbol_fastrdo","0.048","0.0337778","110400000","78400000","0.194805","0.25","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x77801"
"xavs2_check_neighbor_cu_avail","0.0551111","0.0337778","273600000","161600000","0.467123","0.557144","xavs2","xavs2_check_neighbor_cu_avail","block_info.c","0x404af"
"cu_get_mvs_for_mc","0.0337778","0.0337778","342400000","342400000","0.429688","0.429688","xavs2","cu_get_mvs_for_mc","rdo.c","0x28b8b"
"xavs2_intpl_chroma_block_hor_avx2","0.0328889","0.0328889","177600000","177600000","0.30822","0.30822","xavs2","xavs2_intpl_chroma_block_hor_avx2","intrinsic_inter_pred_avx2.c","0x110772"
"_mm256_loadu_si256","0.0328889","0.0328889","152000000","152000000","0.632813","0.632813","xavs2","_mm256_loadu_si256","avxintrin.h","0x111039"
"check_mv_range","0.0328889","0.0328889","369600000","369600000","","","xavs2","check_mv_range","predict.h","0x30a5a"
"__GI___pthread_mutex_lock","0.0328889","0.0328889","16000000","16000000","0.00976564","0.00976564","libpthread-2.27.so","__GI___pthread_mutex_lock","pthread_mutex_lock.c","0x9fa0"
"tu_get_dct_coeff","0.0328889","0.0328889","228800000","228800000","0.61198","0.61198","xavs2","tu_get_dct_coeff","rdo.c","0x24ed1"
"xavs2_pixel_sad_x4_32x64_avx2","0.0328889","0.0328889","286400000","286400000","0.570653","0.570653","xavs2","xavs2_pixel_sad_x4_32x64_avx2","[Unknown]","0x18ef60"
"bitstt_put_one_bit_and_remainder","0.0346667","0.0328889","128000000","116800000","0.267858","0.286765","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x6585f"
